Format,2.0E,
Memory Length,1000,
IntpDistance,0,
Trigger Address,-1801,
Trigger Level,4.245E+00,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,2.000E-02,
Vertical Position,-8.160E-02,
Horizontal Units,S,
Horizontal Scale,1.000E-05,
Horizontal Position,2.300E-04,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,1.000E-07,
Horizontal Old Scale,1.000E-05,
Horizontal Old Position,2.300E-04,
Firmware,V1.26,
Time,23-Aug-19 06:10:12,
Mode,Detail,
Waveform Data,
1.800000e-04,2.16e-02,
1.801000e-04,2.16e-02,
1.802000e-04,2.24e-02,
1.803000e-04,2.16e-02,
1.804000e-04,2.16e-02,
1.805000e-04,2.16e-02,
1.806000e-04,2.16e-02,
1.807000e-04,2.16e-02,
1.808000e-04,2.16e-02,
1.809000e-04,2.24e-02,
1.810000e-04,2.24e-02,
1.811000e-04,2.16e-02,
1.812000e-04,2.16e-02,
1.813000e-04,2.16e-02,
1.814000e-04,2.16e-02,
1.815000e-04,2.16e-02,
1.816000e-04,2.16e-02,
1.817000e-04,2.16e-02,
1.818000e-04,2.16e-02,
1.819000e-04,2.16e-02,
1.820000e-04,2.16e-02,
1.821000e-04,2.16e-02,
1.822000e-04,2.08e-02,
1.823000e-04,2.16e-02,
1.824000e-04,2.16e-02,
1.825000e-04,2.16e-02,
1.826000e-04,2.16e-02,
1.827000e-04,2.16e-02,
1.828000e-04,2.16e-02,
1.829000e-04,2.16e-02,
1.830000e-04,2.16e-02,
1.831000e-04,2.16e-02,
1.832000e-04,2.08e-02,
1.833000e-04,2.16e-02,
1.834000e-04,2.16e-02,
1.835000e-04,2.16e-02,
1.836000e-04,2.24e-02,
1.837000e-04,2.16e-02,
1.838000e-04,2.24e-02,
1.839000e-04,2.16e-02,
1.840000e-04,2.16e-02,
1.841000e-04,2.16e-02,
1.842000e-04,2.16e-02,
1.843000e-04,2.16e-02,
1.844000e-04,2.16e-02,
1.845000e-04,2.16e-02,
1.846000e-04,2.16e-02,
1.847000e-04,2.08e-02,
1.848000e-04,2.16e-02,
1.849000e-04,2.16e-02,
1.850000e-04,2.16e-02,
1.851000e-04,2.16e-02,
1.852000e-04,2.08e-02,
1.853000e-04,2.24e-02,
1.854000e-04,2.24e-02,
1.855000e-04,2.16e-02,
1.856000e-04,2.16e-02,
1.857000e-04,2.16e-02,
1.858000e-04,2.16e-02,
1.859000e-04,2.16e-02,
1.860000e-04,2.24e-02,
1.861000e-04,2.24e-02,
1.862000e-04,2.24e-02,
1.863000e-04,2.16e-02,
1.864000e-04,2.08e-02,
1.865000e-04,2.08e-02,
1.866000e-04,2.24e-02,
1.867000e-04,2.16e-02,
1.868000e-04,2.24e-02,
1.869000e-04,2.16e-02,
1.870000e-04,2.16e-02,
1.871000e-04,2.16e-02,
1.872000e-04,2.16e-02,
1.873000e-04,2.16e-02,
1.874000e-04,2.16e-02,
1.875000e-04,2.16e-02,
1.876000e-04,2.16e-02,
1.877000e-04,2.08e-02,
1.878000e-04,2.16e-02,
1.879000e-04,2.16e-02,
1.880000e-04,2.16e-02,
1.881000e-04,2.16e-02,
1.882000e-04,2.16e-02,
1.883000e-04,2.16e-02,
1.884000e-04,2.16e-02,
1.885000e-04,2.16e-02,
1.886000e-04,2.16e-02,
1.887000e-04,2.16e-02,
1.888000e-04,2.16e-02,
1.889000e-04,2.16e-02,
1.890000e-04,2.16e-02,
1.891000e-04,2.16e-02,
1.892000e-04,2.16e-02,
1.893000e-04,2.16e-02,
1.894000e-04,2.16e-02,
1.895000e-04,2.24e-02,
1.896000e-04,2.16e-02,
1.897000e-04,2.16e-02,
1.898000e-04,2.16e-02,
1.899000e-04,2.16e-02,
1.900000e-04,2.16e-02,
1.901000e-04,2.16e-02,
1.902000e-04,2.16e-02,
1.903000e-04,2.16e-02,
1.904000e-04,2.16e-02,
1.905000e-04,2.16e-02,
1.906000e-04,2.16e-02,
1.907000e-04,2.24e-02,
1.908000e-04,2.16e-02,
1.909000e-04,2.24e-02,
1.910000e-04,2.16e-02,
1.911000e-04,2.16e-02,
1.912000e-04,2.24e-02,
1.913000e-04,2.16e-02,
1.914000e-04,2.24e-02,
1.915000e-04,2.24e-02,
1.916000e-04,2.16e-02,
1.917000e-04,2.24e-02,
1.918000e-04,2.16e-02,
1.919000e-04,2.16e-02,
1.920000e-04,2.24e-02,
1.921000e-04,2.24e-02,
1.922000e-04,2.16e-02,
1.923000e-04,2.24e-02,
1.924000e-04,2.16e-02,
1.925000e-04,2.16e-02,
1.926000e-04,2.24e-02,
1.927000e-04,2.16e-02,
1.928000e-04,2.16e-02,
1.929000e-04,2.24e-02,
1.930000e-04,2.16e-02,
1.931000e-04,2.16e-02,
1.932000e-04,2.16e-02,
1.933000e-04,2.16e-02,
1.934000e-04,2.16e-02,
1.935000e-04,2.08e-02,
1.936000e-04,2.16e-02,
1.937000e-04,2.16e-02,
1.938000e-04,2.16e-02,
1.939000e-04,2.16e-02,
1.940000e-04,2.16e-02,
1.941000e-04,2.16e-02,
1.942000e-04,2.16e-02,
1.943000e-04,2.08e-02,
1.944000e-04,2.16e-02,
1.945000e-04,2.16e-02,
1.946000e-04,2.16e-02,
1.947000e-04,2.08e-02,
1.948000e-04,2.16e-02,
1.949000e-04,2.16e-02,
1.950000e-04,2.16e-02,
1.951000e-04,2.08e-02,
1.952000e-04,2.16e-02,
1.953000e-04,2.08e-02,
1.954000e-04,2.16e-02,
1.955000e-04,2.16e-02,
1.956000e-04,2.16e-02,
1.957000e-04,2.16e-02,
1.958000e-04,2.16e-02,
1.959000e-04,2.24e-02,
1.960000e-04,2.16e-02,
1.961000e-04,2.24e-02,
1.962000e-04,2.16e-02,
1.963000e-04,2.16e-02,
1.964000e-04,2.16e-02,
1.965000e-04,2.16e-02,
1.966000e-04,2.16e-02,
1.967000e-04,2.16e-02,
1.968000e-04,2.16e-02,
1.969000e-04,2.16e-02,
1.970000e-04,2.16e-02,
1.971000e-04,2.08e-02,
1.972000e-04,2.16e-02,
1.973000e-04,2.16e-02,
1.974000e-04,2.16e-02,
1.975000e-04,2.24e-02,
1.976000e-04,2.24e-02,
1.977000e-04,2.16e-02,
1.978000e-04,2.16e-02,
1.979000e-04,2.16e-02,
1.980000e-04,2.24e-02,
1.981000e-04,2.16e-02,
1.982000e-04,2.16e-02,
1.983000e-04,2.16e-02,
1.984000e-04,2.24e-02,
1.985000e-04,2.24e-02,
1.986000e-04,2.16e-02,
1.987000e-04,2.08e-02,
1.988000e-04,2.24e-02,
1.989000e-04,2.16e-02,
1.990000e-04,2.16e-02,
1.991000e-04,2.16e-02,
1.992000e-04,2.16e-02,
1.993000e-04,2.16e-02,
1.994000e-04,2.24e-02,
