Format,2.0E,
Memory Length,1000,
IntpDistance,0,
Trigger Address,-14851,
Trigger Level,4.245E+00,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,1.000E-02,
Vertical Position,-4.880E-02,
Horizontal Units,S,
Horizontal Scale,2.000E-05,
Horizontal Position,3.070E-03,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,2.000E-07,
Horizontal Old Scale,2.000E-05,
Horizontal Old Position,3.070E-03,
Firmware,V1.26,
Time,23-Aug-19 06:20:17,
Mode,Detail,
Waveform Data,
2.970000e-03,1.84e-02,
2.970200e-03,1.88e-02,
2.970400e-03,1.84e-02,
2.970600e-03,1.88e-02,
2.970800e-03,1.92e-02,
2.971000e-03,1.88e-02,
2.971200e-03,1.92e-02,
2.971400e-03,1.88e-02,
2.971600e-03,1.92e-02,
2.971800e-03,1.92e-02,
2.972000e-03,1.88e-02,
2.972200e-03,1.92e-02,
2.972400e-03,1.88e-02,
2.972600e-03,1.88e-02,
2.972800e-03,1.92e-02,
2.973000e-03,1.92e-02,
2.973200e-03,1.84e-02,
2.973400e-03,1.92e-02,
2.973600e-03,1.88e-02,
2.973800e-03,1.92e-02,
2.974000e-03,1.92e-02,
2.974200e-03,1.92e-02,
2.974400e-03,1.96e-02,
2.974600e-03,1.88e-02,
2.974800e-03,1.92e-02,
2.975000e-03,1.88e-02,
2.975200e-03,1.88e-02,
2.975400e-03,1.88e-02,
2.975600e-03,1.92e-02,
2.975800e-03,1.84e-02,
2.976000e-03,1.88e-02,
2.976200e-03,1.88e-02,
2.976400e-03,1.88e-02,
2.976600e-03,1.88e-02,
2.976800e-03,1.88e-02,
2.977000e-03,1.88e-02,
2.977200e-03,1.88e-02,
2.977400e-03,1.92e-02,
2.977600e-03,1.92e-02,
2.977800e-03,1.92e-02,
2.978000e-03,1.88e-02,
2.978200e-03,1.88e-02,
2.978400e-03,1.84e-02,
2.978600e-03,1.88e-02,
2.978800e-03,1.88e-02,
2.979000e-03,1.96e-02,
2.979200e-03,1.88e-02,
2.979400e-03,1.88e-02,
2.979600e-03,1.88e-02,
2.979800e-03,1.88e-02,
2.980000e-03,1.88e-02,
2.980200e-03,1.84e-02,
2.980400e-03,1.88e-02,
2.980600e-03,1.92e-02,
2.980800e-03,1.92e-02,
2.981000e-03,1.88e-02,
2.981200e-03,1.92e-02,
2.981400e-03,1.96e-02,
2.981600e-03,1.88e-02,
2.981800e-03,1.84e-02,
2.982000e-03,1.92e-02,
2.982200e-03,1.92e-02,
2.982400e-03,1.92e-02,
2.982600e-03,1.88e-02,
2.982800e-03,1.92e-02,
2.983000e-03,1.88e-02,
2.983200e-03,1.96e-02,
2.983400e-03,1.92e-02,
2.983600e-03,1.88e-02,
2.983800e-03,1.88e-02,
2.984000e-03,1.84e-02,
2.984200e-03,1.96e-02,
2.984400e-03,1.92e-02,
2.984600e-03,1.92e-02,
2.984800e-03,1.92e-02,
2.985000e-03,1.92e-02,
2.985200e-03,1.88e-02,
2.985400e-03,1.88e-02,
2.985600e-03,1.88e-02,
2.985800e-03,1.92e-02,
2.986000e-03,1.88e-02,
2.986200e-03,1.88e-02,
2.986400e-03,1.84e-02,
2.986600e-03,1.84e-02,
2.986800e-03,1.88e-02,
2.987000e-03,1.88e-02,
2.987200e-03,1.88e-02,
2.987400e-03,1.92e-02,
2.987600e-03,1.92e-02,
2.987800e-03,1.96e-02,
2.988000e-03,1.88e-02,
2.988200e-03,1.92e-02,
2.988400e-03,1.88e-02,
2.988600e-03,1.96e-02,
2.988800e-03,1.88e-02,
2.989000e-03,1.92e-02,
2.989200e-03,1.88e-02,
2.989400e-03,1.92e-02,
2.989600e-03,1.92e-02,
2.989800e-03,1.92e-02,
2.990000e-03,1.92e-02,
2.990200e-03,1.88e-02,
2.990400e-03,1.92e-02,
2.990600e-03,1.92e-02,
2.990800e-03,1.88e-02,
2.991000e-03,1.88e-02,
2.991200e-03,1.88e-02,
2.991400e-03,1.88e-02,
2.991600e-03,1.92e-02,
2.991800e-03,1.92e-02,
2.992000e-03,1.92e-02,
2.992200e-03,1.84e-02,
2.992400e-03,1.88e-02,
2.992600e-03,1.96e-02,
2.992800e-03,1.88e-02,
2.993000e-03,1.84e-02,
2.993200e-03,1.88e-02,
2.993400e-03,1.88e-02,
2.993600e-03,1.92e-02,
2.993800e-03,1.88e-02,
2.994000e-03,1.88e-02,
2.994200e-03,1.92e-02,
2.994400e-03,1.88e-02,
2.994600e-03,1.96e-02,
2.994800e-03,1.92e-02,
2.995000e-03,1.88e-02,
2.995200e-03,1.88e-02,
2.995400e-03,1.84e-02,
2.995600e-03,1.88e-02,
2.995800e-03,1.88e-02,
2.996000e-03,1.88e-02,
2.996200e-03,1.92e-02,
2.996400e-03,1.92e-02,
2.996600e-03,1.92e-02,
2.996800e-03,1.92e-02,
2.997000e-03,1.88e-02,
2.997200e-03,1.92e-02,
2.997400e-03,1.92e-02,
2.997600e-03,1.96e-02,
2.997800e-03,1.92e-02,
2.998000e-03,1.88e-02,
2.998200e-03,1.92e-02,
2.998400e-03,1.88e-02,
2.998600e-03,1.88e-02,
2.998800e-03,1.88e-02,
2.999000e-03,1.88e-02,
2.999200e-03,1.92e-02,
2.999400e-03,1.84e-02,
2.999600e-03,1.92e-02,
2.999800e-03,1.84e-02,
3.000000e-03,1.96e-02,
3.000200e-03,1.88e-02,
3.000400e-03,1.96e-02,
3.000600e-03,1.92e-02,
3.000800e-03,1.88e-02,
3.001000e-03,1.92e-02,
3.001200e-03,1.88e-02,
3.001400e-03,1.88e-02,
3.001600e-03,1.92e-02,
3.001800e-03,1.88e-02,
3.002000e-03,1.92e-02,
3.002200e-03,1.92e-02,
3.002400e-03,1.92e-02,
3.002600e-03,1.92e-02,
3.002800e-03,1.84e-02,
3.003000e-03,1.92e-02,
3.003200e-03,1.96e-02,
3.003400e-03,1.88e-02,
3.003600e-03,1.92e-02,
3.003800e-03,1.96e-02,
3.004000e-03,1.92e-02,
3.004200e-03,1.88e-02,
3.004400e-03,1.92e-02,
3.004600e-03,1.92e-02,
3.004800e-03,1.88e-02,
3.005000e-03,1.88e-02,
3.005200e-03,1.88e-02,
3.005400e-03,1.88e-02,
3.005600e-03,1.92e-02,
3.005800e-03,1.84e-02,
3.006000e-03,1.88e-02,
3.006200e-03,1.84e-02,
3.006400e-03,1.88e-02,
3.006600e-03,1.88e-02,
3.006800e-03,1.88e-02,
3.007000e-03,1.88e-02,
3.007200e-03,1.92e-02,
3.007400e-03,1.92e-02,
3.007600e-03,1.88e-02,
3.007800e-03,1.88e-02,
3.008000e-03,1.88e-02,
3.008200e-03,1.96e-02,
3.008400e-03,1.88e-02,
3.008600e-03,1.92e-02,
3.008800e-03,1.88e-02,
