Format,2.0E,
Memory Length,1000,
IntpDistance,0,
Trigger Address,-1001,
Trigger Level,4.245E+00,
Source,CH1,
Vertical Units,V,
Vertical Units Div,0,
Vertical Units Extend Div,16,
Label, ,
Probe Type,0,
Probe Ratio,1.000E+00,
Vertical Scale,2.000E-02,
Vertical Position,-8.160E-02,
Horizontal Units,S,
Horizontal Scale,2.000E-05,
Horizontal Position,3.000E-04,
Horizontal Mode,Main,
SincET Mode,Real Time,
Sampling Period,2.000E-07,
Horizontal Old Scale,2.000E-05,
Horizontal Old Position,3.000E-04,
Firmware,V1.26,
Time,23-Aug-19 04:44:31,
Mode,Detail,
Waveform Data,
2.000000e-04,2.16e-02,
2.002000e-04,2.16e-02,
2.004000e-04,2.16e-02,
2.006000e-04,2.16e-02,
2.008000e-04,2.16e-02,
2.010000e-04,2.16e-02,
2.012000e-04,2.16e-02,
2.014000e-04,2.24e-02,
2.016000e-04,2.16e-02,
2.018000e-04,2.24e-02,
2.020000e-04,2.24e-02,
2.022000e-04,2.24e-02,
2.024000e-04,2.24e-02,
2.026000e-04,2.16e-02,
2.028000e-04,2.16e-02,
2.030000e-04,2.24e-02,
2.032000e-04,2.16e-02,
2.034000e-04,2.16e-02,
2.036000e-04,2.16e-02,
2.038000e-04,2.16e-02,
2.040000e-04,2.16e-02,
2.042000e-04,2.16e-02,
2.044000e-04,2.16e-02,
2.046000e-04,2.16e-02,
2.048000e-04,2.16e-02,
2.050000e-04,2.16e-02,
2.052000e-04,2.16e-02,
2.054000e-04,2.16e-02,
2.056000e-04,2.24e-02,
2.058000e-04,2.16e-02,
2.060000e-04,2.16e-02,
2.062000e-04,2.16e-02,
2.064000e-04,2.16e-02,
2.066000e-04,2.16e-02,
2.068000e-04,2.16e-02,
2.070000e-04,2.24e-02,
2.072000e-04,2.16e-02,
2.074000e-04,2.16e-02,
2.076000e-04,2.16e-02,
2.078000e-04,2.16e-02,
2.080000e-04,2.24e-02,
2.082000e-04,2.24e-02,
2.084000e-04,2.16e-02,
2.086000e-04,2.24e-02,
2.088000e-04,2.16e-02,
2.090000e-04,2.24e-02,
2.092000e-04,2.16e-02,
2.094000e-04,2.16e-02,
2.096000e-04,2.16e-02,
2.098000e-04,2.16e-02,
2.100000e-04,2.24e-02,
2.102000e-04,2.16e-02,
2.104000e-04,2.16e-02,
2.106000e-04,2.24e-02,
2.108000e-04,2.16e-02,
2.110000e-04,2.16e-02,
2.112000e-04,2.16e-02,
2.114000e-04,2.16e-02,
2.116000e-04,2.24e-02,
2.118000e-04,2.24e-02,
2.120000e-04,2.16e-02,
2.122000e-04,2.16e-02,
2.124000e-04,2.24e-02,
2.126000e-04,2.24e-02,
2.128000e-04,2.16e-02,
2.130000e-04,2.24e-02,
2.132000e-04,2.24e-02,
2.134000e-04,2.16e-02,
2.136000e-04,2.16e-02,
2.138000e-04,2.16e-02,
2.140000e-04,2.24e-02,
2.142000e-04,2.24e-02,
2.144000e-04,2.24e-02,
2.146000e-04,2.16e-02,
2.148000e-04,2.16e-02,
2.150000e-04,2.16e-02,
2.152000e-04,2.24e-02,
2.154000e-04,2.16e-02,
2.156000e-04,2.24e-02,
2.158000e-04,2.08e-02,
2.160000e-04,2.16e-02,
2.162000e-04,2.16e-02,
2.164000e-04,2.16e-02,
2.166000e-04,2.16e-02,
2.168000e-04,2.16e-02,
2.170000e-04,2.16e-02,
2.172000e-04,2.16e-02,
2.174000e-04,2.16e-02,
2.176000e-04,2.16e-02,
2.178000e-04,2.16e-02,
2.180000e-04,2.16e-02,
2.182000e-04,2.24e-02,
2.184000e-04,2.16e-02,
2.186000e-04,2.16e-02,
2.188000e-04,2.24e-02,
2.190000e-04,2.16e-02,
2.192000e-04,2.24e-02,
2.194000e-04,2.24e-02,
2.196000e-04,2.16e-02,
2.198000e-04,2.16e-02,
2.200000e-04,2.24e-02,
2.202000e-04,2.16e-02,
2.204000e-04,2.24e-02,
2.206000e-04,2.16e-02,
2.208000e-04,2.24e-02,
2.210000e-04,2.16e-02,
2.212000e-04,2.16e-02,
2.214000e-04,2.16e-02,
2.216000e-04,2.16e-02,
2.218000e-04,2.16e-02,
2.220000e-04,2.08e-02,
2.222000e-04,2.16e-02,
2.224000e-04,2.08e-02,
2.226000e-04,2.24e-02,
2.228000e-04,2.16e-02,
2.230000e-04,2.16e-02,
2.232000e-04,2.16e-02,
2.234000e-04,2.24e-02,
2.236000e-04,2.16e-02,
2.238000e-04,2.24e-02,
2.240000e-04,2.16e-02,
2.242000e-04,2.16e-02,
2.244000e-04,2.16e-02,
2.246000e-04,2.16e-02,
2.248000e-04,2.16e-02,
2.250000e-04,2.16e-02,
2.252000e-04,2.24e-02,
2.254000e-04,2.16e-02,
2.256000e-04,2.16e-02,
2.258000e-04,2.24e-02,
2.260000e-04,2.24e-02,
2.262000e-04,2.24e-02,
2.264000e-04,2.16e-02,
2.266000e-04,2.16e-02,
2.268000e-04,2.16e-02,
2.270000e-04,2.16e-02,
2.272000e-04,2.24e-02,
2.274000e-04,2.16e-02,
2.276000e-04,2.16e-02,
2.278000e-04,2.24e-02,
2.280000e-04,2.24e-02,
2.282000e-04,2.16e-02,
2.284000e-04,2.16e-02,
2.286000e-04,2.16e-02,
2.288000e-04,2.16e-02,
2.290000e-04,2.24e-02,
2.292000e-04,2.16e-02,
2.294000e-04,2.16e-02,
2.296000e-04,2.16e-02,
2.298000e-04,2.16e-02,
2.300000e-04,2.16e-02,
2.302000e-04,2.16e-02,
2.304000e-04,2.16e-02,
2.306000e-04,2.16e-02,
2.308000e-04,2.16e-02,
2.310000e-04,2.16e-02,
2.312000e-04,2.16e-02,
2.314000e-04,2.24e-02,
2.316000e-04,2.16e-02,
2.318000e-04,2.16e-02,
2.320000e-04,2.16e-02,
2.322000e-04,2.16e-02,
2.324000e-04,2.24e-02,
2.326000e-04,2.16e-02,
2.328000e-04,2.24e-02,
2.330000e-04,2.16e-02,
2.332000e-04,2.16e-02,
2.334000e-04,2.16e-02,
2.336000e-04,2.16e-02,
2.338000e-04,2.16e-02,
2.340000e-04,2.24e-02,
2.342000e-04,2.16e-02,
2.344000e-04,2.16e-02,
2.346000e-04,2.16e-02,
2.348000e-04,2.16e-02,
2.350000e-04,2.16e-02,
2.352000e-04,2.16e-02,
2.354000e-04,2.16e-02,
2.356000e-04,2.16e-02,
2.358000e-04,2.16e-02,
2.360000e-04,2.16e-02,
2.362000e-04,2.16e-02,
2.364000e-04,2.16e-02,
2.366000e-04,2.16e-02,
2.368000e-04,2.24e-02,
2.370000e-04,2.16e-02,
2.372000e-04,2.16e-02,
2.374000e-04,2.16e-02,
2.376000e-04,2.16e-02,
2.378000e-04,2.24e-02,
2.380000e-04,2.16e-02,
2.382000e-04,2.16e-02,
2.384000e-04,2.16e-02,
2.386000e-04,2.24e-02,
2.388000e-04,2.24e-02,
